FAFB,MAOL,MCNS
720575940629436631,97968,41263
720575940619367105,11188,44871
720575940609722436,38421,15545
720575940610468050,50376,18648
720575940626198093,76501,18411
720575940626692355,71518,18469
720575940628485596,72803,24358
720575940623983508,37123,24561
