FAFB,MANC,MAOL
720575940622338742,19198,14878
720575940619071005,12000,10687
720575940637136752,17312,10451
720575940637623780,16401,10443
720575940640541091,11855,11918
720575940640803200,18906,15680
720575940610161091,19968,14646
720575940628059978,19005,12727
720575940640415859,13410,13190
720575940621542747,17622,14822
720575940621585279,14648,10825
720575940612347571,15160,12740
