FAFB,MANC,MAOL
720575940629436631,14624,97968
720575940619367105,23922,11188
720575940609722436,14902,38421
720575940610468050,14203,50376
720575940626198093,16227,76501
720575940626692355,16330,71518
720575940628485596,16839,72803
720575940623983508,17319,37123
