FAFB,MAOL,MCNS
720575940622338742,14878,10133
720575940619071005,10687,532655
720575940637136752,10451,10096
720575940637623780,10443,10397
720575940640541091,11918,10459
720575940640803200,15680,555318
720575940610161091,14646,11837
720575940628059978,12727,10376
720575940640415859,13190,11359
720575940621542747,14822,527470
720575940621585279,10825,23477
720575940612347571,12740,11952
